国际比赛	周二016	18/10/17 09:45	2 墨西哥	0 : 1	智利 2	0 : 0	-0.25 / 2.5 / 9.5	hgc角球角球角球角球角球角球角球角球角球角球角球角球角球hgc角球角球角球hgc角球ggc进球  	8 : 4	10 : 7	析
国际比赛	周五001	18/10/12 18:38	日本	3 : 0	巴拿马 1	1 : 0	-1.25 / 2.5 / 8.5	角球角球角球角球进球角球进球角球角球进球  	3 : 1	4 : 3	析
国际比赛	周四011	18/10/12 09:32	1 墨西哥	3 : 2	哥斯达黎加 3	1 : 2	-1.0 / 2.25 / 9.5	角球角球进球进球点球角球角球进球角球点球角球  	0 : 3	1 : 5	析
国际比赛	周四010	18/10/12 07:48	2 美国	2 : 4	哥伦比亚 1	0 : 1	+0.5 / 2.25 / 8.5	角球角球进球角球进球角球进球进球角球角球角球进球进球角球  	0 : 3	2 : 6	析
国际比赛	周四008	18/10/12 03:05	1 法国	2 : 2	冰岛 5	0 : 1	-1.75 / 3.0 / 9	角球进球角球角球角球角球角球角球角球角球进球角球角球hgc角球hw角球点球角球  	3 : 2	6 : 8	析
国际比赛	周四003	18/10/12 02:47	威尔士	1 : 4	西班牙	0 : 3	+1.0 / 2.5 / 9.5	进球角球进球角球角球进球角球角球进球角球角球进球  	1 : 3	3 : 4	析
国际比赛		18/10/12 02:00	阿根廷	4 : 0	伊拉克 2	1 : 0	-1.5 / 2.75 / 9	角球进球角球角球角球角球角球进球角球角球角球进球角球进球  	6 : 0	8 : 2	析
国际比赛	周四002	18/10/12 01:30	土耳其	0 : 0	波黑 1	0 : 0	-0.25 / 2.5 / 9	角球角球角球角球角球角球角球角球角球角球角球角球角球  	5 : 2	10 : 3	析
国际比赛		18/10/12 00:17	巴林	0 : 1	叙利亚	0 : 1	+0.5 / 1.75 / 9.5	角球角球角球角球角球角球进球角球角球角球角球  	4 : 3	5 : 5	析
国际比赛		18/10/12 00:04	2 科威特	1 : 0	黎巴嫩 2	0 : 0	-0.25 / 1.75 / 9	角球角球角球角球角球角球角球进球角球角球角球角球角球  	3 : 1	7 : 5	析
国际比赛		18/10/11 20:00	3 香港	0 : 1	泰国 3	0 : 1	+0.5 / 2.25 / 9	进球角球角球角球角球角球角球角球角球角球角球角球角球  	1 : 4	7 : 5	析
国际比赛	周三003	18/10/11 02:47	2 意大利	1 : 1	乌克兰 2	0 : 0	-1.0 / 2.25 / 10	角球角球角球角球角球角球角球角球角球角球角球进球角球进球角球角球角球角球角球角球  	9 : 1	15 : 3	析
国际比赛		18/10/11 02:01	2 阿尔巴尼亚	0 : 0	约旦 4	0 : 0	-1.0 / 2.25 / -	角球角球角球角球角球角球角球角球角球  	2 : 1	7 : 2	析
国际比赛		18/10/10 19:35	印度尼西亚	3 : 0	缅甸 2	3 : 0	-1.0 / 2.5 / -	角球角球进球进球进球角球角球角球角球角球角球角球角球  	1 : 4	3 : 7	析
国际比赛		18/10/10 16:31	1 孟加拉国	0 : 2	巴勒斯坦 1	0 : 1	+1.0 / 2.25 / -	角球进球角球角球角球角球角球角球角球角球角球进球  	0 : 2	6 : 4	析
国际比赛		18/10/09 16:31	2 菲律宾	0 : 2	塔吉克斯坦	0 : 1	+0.25 / 2.0 / -	角球角球角球角球进球角球角球角球角球角球角球角球进球  	0 : 4	5 : 6	析
国际比赛		18/10/06 20:30	巴勒斯坦	1 : 0	尼泊尔 1	0 : 0	-2 / 2.5 / -	角球角球角球角球角球角球进球角球角球角球  	1 : 1	8 : 1	析
国际比赛		18/10/05 20:33	1 孟加拉国	0 : 1	菲律宾 2	0 : 1	+0.5 / 2.5 / -	hgc角球进球角球角球角球角球角球角球  	2 : 1	4 : 3	析
国际比赛		18/10/04 20:30	1 塔吉克斯坦	0 : 2	巴勒斯坦 2	0 : 1	+0.25 / 2.5 / -	进球角球角球进球角球角球角球角球  	1 : 0	3 : 3	析
国际比赛		18/10/03 20:30	3 老挝	1 : 3	菲律宾 1	0 : 1	+0.75 / 2.75 / 9.5	角球角球角球角球角球角球点球进球角球角球角球点球点球角球角球  	3 : 3	6 : 5	析
国际比赛		18/10/02 20:30	2 尼泊尔	0 : 2	塔吉克斯坦 2	0 : 1	+1.25 / 2.5 / -	角球角球角球角球角球点球进球角球角球角球  	2 : 3	4 : 4	析
国际比赛		18/10/01 20:32	2 孟加拉国	1 : 0	老挝 1	0 : 0	-0.5 / 2.5 / 8	角球角球角球角球进球角球角球角球角球角球角球  	2 : 1	3 : 7	析
国际比赛		18/09/30 21:21	14 博茨瓦纳	1 : 0	纳米比亚	1 : 0	0.0 / 2.25 / -	进球角球角球角球角球红牌角球角球  	0 : 2	1 : 5	析
国际比赛	周二018	18/09/12 09:12	3 美国	1 : 0	墨西哥 11	0 : 0	-0.25 / 2.25 / 9	角球角球角球角球角球角球红牌角球进球  	2 : 3	4 : 3	析
国际比赛		18/09/12 09:07	3 厄瓜多尔	2 : 0	危地马拉	0 : 0	-2 / 2.75 / 8.5	角球角球角球角球角球角球角球角球进球进球角球角球  	4 : 0	6 : 4	析
国际比赛		18/09/12 09:04	2 巴拿马	0 : 2	委内瑞拉 3	0 : 0	+0.25 / 2.0 / 8.5	角球角球角球角球角球角球角球角球角球进球角球角球进球  	3 : 4	5 : 6	析
国际比赛	周二017	18/09/12 08:30	2 巴西	5 : 0	萨尔瓦多 2	3 : 0	-3.5 / 4.0 / 9	点球进球角球角球角球进球角球角球进球角球角球角球角球进球  	3 : 2	6 : 3	析
国际比赛	周二016	18/09/12 08:05	4 哥伦比亚	0 : 0	阿根廷 3	0 : 0	0.0 / 2.25 / 8.5	角球角球角球角球角球角球角球角球  	4 : 3	5 : 3	析
国际比赛	周二015	18/09/12 03:00	1 英格兰	1 : 0	瑞士 1	0 : 0	-0.5 / 2.25 / 9.5	角球角球角球角球角球角球角球进球角球角球角球  	1 : 5	3 : 7	析
国际比赛	周二009	18/09/12 02:47	波兰	1 : 1	爱尔兰	0 : 0	-0.75 / 2.25 / 10	角球角球角球角球角球角球进球角球进球  	3 : 2	4 : 3	析
国际比赛	周二008	18/09/12 02:45	北爱尔兰	3 : 0	以色列 1	2 : 0	-0.25 / 2.0 / 9.5	角球进球角球进球角球角球进球  	2 : 1	2 : 2	析
国际比赛		18/09/12 00:00	2 卡塔尔	3 : 0	巴勒斯坦 1	3 : 0	-1.5 / 2.25 / 9.5	进球进球进球角球角球角球角球角球  	0 : 0	2 : 3	析
国际比赛		18/09/11 23:59	1 约旦	0 : 0	阿曼	0 : 0	-0.25 / 1.75 / 9.5	角球角球角球角球角球角球角球  	1 : 1	3 : 4	析
国际比赛		18/09/11 23:00	1 乌兹别克斯坦	0 : 1	伊朗 1	0 : 0	+0.25 / 1.75 / 8.5	角球角球角球角球进球  	1 : 1	2 : 2	析
国际比赛		18/09/11 20:01	1 肯尼亚	1 : 0	马拉维 1	0 : 0	-0.5 / 1.75 / 8.5	角球角球角球角球角球角球进球角球角球角球  	1 : 1	5 : 4	析
国际比赛		18/09/11 19:31	2 新加坡	2 : 0	斐济 31	2 : 0	-0.75 / 2.5 / 8.5	角球进球进球角球角球红牌角球角球  	1 : 2	2 : 3	析
国际比赛	周二019	18/09/11 19:00	2 韩国	0 : 0	智利 1	0 : 0	+0.25 / 2.25 / 9	角球角球角球角球角球角球角球角球角球角球  	1 : 2	8 : 2	析
国际比赛	周二001	18/09/11 18:23	日本	3 : 0	哥斯达黎加 2	1 : 0	-0.75 / 2.25 / 9	角球角球角球角球角球进球角球角球角球角球角球hgc进球角球角球进球  	4 : 5	7 : 5	析
国际比赛		18/09/11 17:35	1 印度尼西亚	1 : 0	毛里求斯 4	0 : 0	-1.0 / 2.75 / -	角球角球角球角球角球角球角球角球角球进球  	3 : 1	6 : 3	析
国际比赛		18/09/11 01:17	4 沙特阿拉伯	2 : 2	玻利维亚 4	2 : 1	-0.75 / 2.25 / 9.5	角球进球角球角球点球射失进球角球角球进球角球角球角球角球角球点球角球  	5 : 2	6 : 5	析
国际比赛	周一001	18/09/11 00:00	俄罗斯	5 : 1	捷克 2	3 : 0	-0.25 / 2.25 / 9	进球角球角球进球点球角球角球角球进球角球角球进球进球角球角球角球ggc  	2 : 2	6 : 4	析
国际比赛	226	18/09/11 00:00	1 巴林	0 : 0	中国 2	0 : 0	+0.5 / 2.0 / 9	角球角球角球角球角球角球角球角球  	2 : 1	5 : 3	析
国际比赛		18/09/10 23:36	1 科威特	2 : 2	伊拉克 2	0 : 1	+0.25 / 1.75 / 8.5	角球进球角球角球进球点球射失角球角球角球进球角球进球  	0 : 3	2 : 5	析
国际比赛		18/09/10 22:05	2 吉尔吉斯斯坦	2 : 1	叙利亚 72	0 : 0	+0.75 / 2.25 / -	角球角球角球角球角球角球角球角球角球角球角球角球进球点球进球红牌角球红牌  	1 : 4	6 : 7	析
国际比赛	周日011	18/09/10 02:47	德国	2 : 1	秘鲁 1	1 : 1	-1.5 / 3.0 / 9.5	角球角球角球角球角球进球进球角球角球角球角球角球进球角球角球  	5 : 2	7 : 5	析
国际比赛		18/09/10 00:00	1 黎巴嫩	0 : 0	阿曼 2	0 : 0	0.0 / 1.75 / -	角球角球角球角球角球角球角球角球角球角球  	2 : 2	5 : 5	析
国际比赛	110	18/09/08 11:05	3 阿根廷	3 : 0	危地马拉 3	3 : 0	-2.75 / 3.5 / 9	角球角球角球角球点球角球进球角球角球进球角球角球角球  	6 : 1	8 : 2	析
国际比赛	周五018	18/09/08 10:08	墨西哥	1 : 4	乌拉圭 2	1 : 3	+0.25 / 2.25 / 8	角球进球点球角球进球角球角球点球角球进球角球角球角球点球射失角球角球  	0 : 5	4 : 6	析
国际比赛	周五016	18/09/08 08:08	美国	0 : 2	巴西	0 : 2	+1.5 / 3.0 / 8.5	进球角球角球角球点球角球角球角球角球角球角球  	3 : 0	6 : 3	析
国际比赛		18/09/08 08:08	厄瓜多尔	2 : 0	牙买加 2	1 : 0	-1.25 / 2.5 / 8	角球角球点球角球角球角球进球角球角球角球角球角球  	4 : 1	9 : 1	析
国际比赛	周五017	18/09/08 08:07	委内瑞拉	1 : 2	哥伦比亚	1 : 0	+0.75 / 2.25 / -	进球角球角球角球角球角球进球角球角球角球角球进球  	0 : 5	2 : 7	析
国际比赛	周五011	18/09/08 02:47	苏格兰	0 : 4	比利时	0 : 1	+0.75 / 2.5 / 9.5	进球角球角球进球进球进球角球角球  	0 : 2	1 : 3	析
国际比赛	73	18/09/08 00:00	2 卡塔尔	1 : 0	中国 1	1 : 0	-0.25 / 2.0 / 8	角球进球角球角球角球角球角球角球角球  	0 : 2	2 : 6	析
国际比赛		18/09/07 19:53	新加坡	1 : 1	毛里求斯 2	0 : 1	0.0 / 2.5 / 8.5	进球角球角球角球角球角球角球角球角球进球角球  	4 : 1	5 : 4	析
国际比赛		18/09/07 19:02	1 中华台北	2 : 0	马来西亚 4	1 : 0	0.0 / 2.5 / 8.5	角球角球进球角球角球角球进球角球角球角球  	2 : 3	2 : 6	析
国际比赛	周五002	18/09/07 19:01	韩国	2 : 0	哥斯达黎加 3	1 : 0	-0.5 / 2.0 / -	角球角球点球射失进球角球角球角球角球角球角球角球角球进球角球  	3 : 1	8 : 3	析
国际比赛	周四002	18/09/07 02:48	荷兰	2 : 1	秘鲁 2	0 : 1	-0.75 / 2.5 / 9	角球进球角球角球角球进球角球角球角球进球角球  	2 : 1	6 : 2	析
国际比赛	2	18/09/07 02:47	1 奥地利	2 : 0	瑞典	1 : 0	-0.5 / 2.25 / 9	角球进球角球角球角球进球角球角球角球角球角球  	3 : 1	5 : 4	析
国际比赛	周四001	18/09/07 02:45	1 葡萄牙	1 : 1	克罗地亚 2	1 : 1	-0.25 / 2.0 / 9	角球进球角球角球进球角球角球角球角球角球角球角球角球角球角球  	6 : 1	9 : 4	析
国际比赛		18/09/07 00:07	2 特立尼达和多巴哥	2 : 0	阿联酋 2	1 : 0	+0.25 / 2.0 / -	角球进球角球进球角球角球  	1 : 0	2 : 2	析
国际比赛		18/09/07 00:02	2 巴林	1 : 1	菲律宾 3	0 : 0	-0.75 / 2.75 / 9	角球角球角球角球点球角球角球进球  	1 : 3	3 : 3	析
国际比赛		18/09/06 23:59	12 约旦	0 : 1	黎巴嫩 2	0 : 0	-0.5 / 2.0 / 8.5	角球角球角球角球角球角球角球角球进球角球角球角球红牌角球  	2 : 2	7 : 5	析
国际比赛		18/09/06 23:02	1 乌兹别克斯坦	1 : 1	叙利亚 1	0 : 0	-0.75 / 2.0 / 10	角球角球角球角球角球角球点球角球角球角球进球角球  	1 : 2	5 : 5	析
国际比赛		18/09/06 22:01	1 吉尔吉斯斯坦	1 : 1	巴勒斯坦 11	1 : 1	+0.25 / 2.0 / -	进球角球角球角球进球角球角球角球角球角球角球红牌  	2 : 2	5 : 4	析
国际比赛	1	18/09/06 02:47	斯洛伐克	3 : 0	丹麦	2 : 0	-4.25 / 4.5 / 12	角球进球角球进球角球角球角球角球角球角球进球角球角球  	1 : 1	9 : 1	析
国际比赛		18/09/05 15:03	3 斐济	1 : 1	所罗门群岛 51	0 : 1	-0.5 / 2.25 / -	角球角球进球角球角球角球点球角球角球角球红牌  	1 : 2	4 : 4	析
国际比赛		18/09/04 18:02	1 尼泊尔	1 : 2	巴基斯坦 2	0 : 1	+0.25 / 2.5 / 8.5	点球角球角球角球角球角球角球角球角球角球进球角球进球  	6 : 0	9 : 1	析
国际比赛		18/08/30 07:59	14 巴巴多斯	0 : 2	古巴 31	0 : 2	0.0 / 2.25 / 8.5	角球角球角球角球进球进球角球红牌红牌  	0 : 4	0 : 5	析
国际比赛		18/08/27 07:02	4 巴巴多斯	0 : 0	古巴 4	0 : 0	+0.25 / 2.5 / -	角球角球角球角球角球角球角球角球  	2 : 4	3 : 5	析
国际比赛		18/08/21 08:06	3 巴巴多斯	2 : 2	牙买加	2 : 0	+1.75 / 3.0 / -	角球角球角球角球进球进球点球射失角球角球角球角球进球点球  	1 : 3	3 : 5	析
国际比赛		18/08/21 08:06	3 巴巴多斯	2 : 2	牙买加	2 : 0	+1.75 / 3.0 / -	角球角球角球角球进球进球点球射失角球角球角球角球进球点球  	1 : 3	3 : 5	析
国际比赛		18/08/19 09:59	2 危地马拉	1 : 0	古巴 1	1 : 0	-1.0 / 2.75 / 8.5	角球进球角球角球角球角球  	2 : 0	3 : 2	析
国际比赛		18/08/19 00:01	2 安道尔	0 : 0	阿联酋 3	0 : 0	+1.25 / 3.0 / 8	角球角球角球角球角球角球  	1 : 3	1 : 5	析
国际比赛		18/08/16 08:02	3 危地马拉	3 : 0	古巴 1	1 : 0	-0.75 / 2.5 / 8.5	角球进球角球角球角球角球进球角球角球点球角球  	2 : 1	4 : 4	析
国际比赛		18/08/04 22:05	巴勒斯坦	0 : 3	伊拉克 2	0 : 2	-0.25 / 2.25 / 9	角球进球角球角球角球角球进球角球点球射失角球角球进球  	1 : 4	4 : 4	析
国际比赛		18/07/11 20:56	斯里兰卡	0 : 2	立陶宛	0 : 1	+2 / 2.75 / -	角球角球角球进球角球角球角球角球角球角球进球角球  	1 : 3	1 : 9	析
国际比赛		18/07/05 20:48	3 马来西亚	1 : 0	斐济 2	1 : 0	-1 / 3.0 / 8	角球角球角球角球角球进球角球角球角球角球角球角球  	5 : 2	8 : 3	析
国际比赛		18/06/12 21:04	日本	4 : 2	巴拉圭	0 : 1	+0.25 / 2.0 / 8.5	进球进球进球角球角球进球角球进球进球  	0 : 0	0 : 3	析
国际比赛		18/06/10 22:31	印度	2 : 0	肯尼亚 2	2 : 0	-0.25 / 2.0 / 8.5	进球角球角球进球角球角球角球角球角球角球角球角球  	0 : 3	0 : 10	析
国际比赛	周日109	18/06/10 22:02	2 奥地利	0 : 3	巴西 1	0 : 1	+1.0 / 2.5 / 9.5	角球角球角球角球角球进球进球进球角球角球角球角球角球角球  	2 : 3	3 : 8	析
国际比赛	102	18/06/10 03:08	法国	1 : 1	美国 2	0 : 1	-1.75 / 3.0 / 9.5	角球角球角球角球角球角球进球ggc角球角球角球进球角球角球  	5 : 1	9 : 2	析
国际比赛		18/06/10 00:01	芬兰	2 : 0	白俄罗斯 2	1 : 0	-0.25 / 2.0 / -	角球进球角球角球角球角球角球角球角球进球角球角球  	3 : 3	5 : 5	析
国际比赛	89	18/06/09 23:34	2 匈牙利	1 : 2	澳大利亚 2	0 : 0	+0.5 / 2.25 / 9	角球角球角球角球角球角球角球进球hwgw  	1 : 3	3 : 4	析
国际比赛		18/06/09 23:00	2 拉脱维亚	1 : 3	阿塞拜疆 1	0 : 1	-0.25 / 1.75 / 8	进球角球角球角球角球进球进球角球角球角球角球角球角球进球  	1 : 1	3 : 7	析
国际比赛		18/06/08 22:31	1 中华台北	0 : 4	肯尼亚	0 : 0	+1.25 / 2.75 / 11	角球角球角球角球角球角球进球点球角球角球角球角球角球角球进球进球角球角球  	1 : 4	4 : 10	析
国际比赛	50	18/06/08 07:12	1 乌拉圭	3 : 0	乌兹别克斯坦 21	1 : 0	-2.25 / 3.25 / 9	角球角球角球进球角球点球角球角球进球红牌角球  	4 : 0	6 : 1	析
国际比赛	48	18/06/08 03:19	葡萄牙	3 : 0	阿尔及利亚 2	2 : 0	-1.75 / 2.75 / 9.5	角球hgc角球进球进球角球角球角球角球角球进球角球角球角球hgc角球角球角球角球  	3 : 2	7 : 7	析
国际比赛		18/06/07 22:30	3 印度	1 : 2	新西兰 3	0 : 0	-0.25 / 2.25 / 9	角球角球角球角球角球进球进球角球角球角球进球角球角球  	0 : 5	2 : 8	析
国际比赛	周四105	18/06/07 20:10	韩国	0 : 0	玻利维亚	0 : 0	-1.0 / 2.25 / 9	角球角球角球  	1 : 0	2 : 1	析
国际比赛	29	18/06/07 01:03	1 挪威	1 : 0	巴拿马 2	1 : 0	-0.75 / 2.0 / 8	进球角球角球角球角球角球  	1 : 0	2 : 2	析
国际比赛		18/06/07 01:02	1 白俄罗斯	1 : 1	匈牙利 2	1 : 1	-0.25 / 2.0 / 8.5	角球角球角球进球进球角球角球角球角球角球角球角球角球角球  	3 : 1	7 : 5	析
国际比赛		18/06/06 02:00	1 卢森堡	1 : 0	格鲁吉亚	0 : 0	+0.25 / 2.0 / -	角球角球角球角球角球角球角球角球角球进球角球  	4 : 1	5 : 5	析
国际比赛	3	18/06/06 01:36	3 罗马尼亚	2 : 0	芬兰 1	1 : 0	-0.75 / 2.0 / 9	角球进球进球角球角球角球角球角球角球  	0 : 1	3 : 4	析
国际比赛		18/06/06 00:05	3 立陶宛	1 : 1	拉脱维亚 3	0 : 0	-0.25 / 2.0 / -	角球角球角球进球角球角球角球角球角球角球进球角球  	2 : 1	8 : 2	析
国际比赛	周二103	18/06/06 00:03	2 俄罗斯	1 : 1	土耳其 3	1 : 0	-0.5 / 2.25 / 8.5	角球角球进球角球角球角球进球角球角球角球角球角球  	0 : 3	4 : 6	析
国际比赛		18/06/05 22:31	中华台北	0 : 1	新西兰 4	0 : 1	+2 / 3.25 / 9.5	角球角球点球角球角球角球角球角球角球角球角球角球角球角球角球  	3 : 3	9 : 5	析
国际比赛		18/06/05 22:00	2 哈萨克斯坦	3 : 0	阿塞拜疆 1	2 : 0	-0.25 / 1.75 / 8.5	角球角球角球进球进球角球角球角球角球角球进球  	5 : 1	7 : 1	析
国际比赛	周一102	18/06/05 02:45	12 意大利	1 : 1	荷兰 3	0 : 0	-0.25 / 2.25 / 9	hgc角球角球角球角球角球角球角球角球角球进球红牌角球进球  	6 : 1	6 : 4	析
国际比赛		18/06/04 22:59	亚美尼亚	0 : 0	摩尔多瓦	0 : 0	-0.5 / 2.25 / 8.5	角球角球角球角球角球角球角球角球  	4 : 3	5 : 3	析
国际比赛		18/06/04 22:33	1 印度	3 : 0	肯尼亚 1	0 : 0	-0.25 / 2.25 / 8.5	角球角球角球角球角球点球进球角球角球角球进球  	0 : 4	2 : 6	析
国际比赛	114	18/06/04 01:08	哥斯达黎加	3 : 0	北爱尔兰	1 : 0	-0.25 / 1.75 / 8.5	角球角球角球角球进球角球进球角球角球角球进球  	5 : 0	8 : 0	析
国际比赛		18/06/03 23:00	4 安道尔	0 : 0	佛得角群岛 1	0 : 0	+0.75 / 2.25 / 8.5	角球角球角球角球角球角球角球  	0 : 4	2 : 5	析
国际比赛		18/06/03 22:00	阿尔巴尼亚	1 : 4	乌克兰	0 : 3	+0.5 / 2.0 / 8.5	角球角球角球进球进球进球角球角球角球角球角球角球进球进球  	1 : 2	2 : 7	析
国际比赛		18/06/03 08:31	2 洪都拉斯	0 : 1	萨尔瓦多 3	0 : 1	0.0 / 2.0 / -	角球角球角球进球角球角球角球角球  	5 : 2	5 : 2	析
